,asin,overall,unixReviewTime
118,B00000JBJQ,3.3333333333333335,1094947200.0
119,B00000JBLJ,3.625,1003935600.0
120,B00000JBRV,4.4,1373310720.0
121,B00000JBUI,4.909090909090909,1218656290.909091
122,B00000JCT8,3.6923076923076925,1282740923.0769231
123,B00000JCTO,3.6875,1268557200.0
124,B00000JD34,3.9523809523809526,1341471085.7142856
125,B00000JD3C,4.0,1317499200.0
126,B00000JD3O,4.555555555555555,1316390400.0
127,B00000JD4T,2.7777777777777777,1159017600.0
128,B00000JD4V,4.1875,1110661200.0
129,B00000JDEL,4.6,994965120.0
130,B00000JDF5,4.718120805369128,1355599763.7583892
131,B00000JDF6,4.68,1284729984.0
132,B00000JDF8,4.571428571428571,1352487085.7142856
133,B00000JDFI,5.0,1283688000.0
134,B00000JDGQ,4.5,975620160.0
135,B00000JDHV,3.769230769230769,1124868184.6153846
136,B00000JDK0,4.0,1028505600.0
137,B00000JF4M,2.8,961562880.0
138,B00000JFE3,4.0,986138181.8181819
139,B00000JFIF,4.888888888888889,988041600.0
140,B00000JFMK,4.75,954536400.0
141,B00000JGN9,3.3333333333333335,1232092800.0
142,B00000JGNB,3.888888888888889,1125254400.0
143,B00000JHVP,4.285714285714286,970197942.8571428
144,B00000JHWX,4.5,955425600.0
145,B00000JI2C,3.875,1116309600.0
146,B00000JI2D,3.6,1059592320.0
147,B00000JI38,4.2,959437440.0
148,B00000JI48,3.5454545454545454,1203088581.8181818
149,B00000JI4F,4.134146341463414,1371550478.0487804
150,B00000JII6,3.0714285714285716,1112406171.4285715
151,B00000JMO4,4.0,993444480.0
152,B00000JMRV,3.8333333333333335,1186963200.0
153,B00000JMRX,3.0,1158062400.0
154,B00000JPPI,4.0,1324183680.0
155,B00000JSES,3.125,986871600.0
156,B00000JSGF,3.5833333333333335,977108400.0
157,B00000JXV3,4.333333333333333,1026057600.0
158,B00000JYLO,4.166666666666667,1013292000.0
159,B00000JYWQ,4.071428571428571,1023827657.1428572
160,B00000K135,4.5092592592592595,1356554400.0
161,B00000K13A,4.7368421052631575,1281070989.4736843
162,B00000K13I,4.533333333333333,1298373120.0
163,B00000K13L,4.725,1333074240.0
164,B00000K2YR,4.018518518518518,1340357600.0
165,B00000K2YV,2.5,1342846080.0
166,B00000K3RI,3.5,1039852800.0
167,B00000K3RK,4.166666666666667,991569600.0
168,B00000K4KH,4.257142857142857,1284427337.142857
169,B00000K4LF,2.8,1184129280.0
170,B00001MXYW,2.6666666666666665,1009886400.0
171,B00001OPJ1,4.4,990420480.0
172,B00001OPJQ,4.0,1243670400.0
173,B00001OPJV,3.2,1250104320.0
174,B00001OPJZ,4.3076923076923075,1165143876.9230769
175,B00001OWYM,3.5454545454545454,1334974254.5454545
176,B00001OXQ9,4.6,1184826240.0
177,B00001P4XA,3.7848101265822787,1224141994.936709
178,B00001P4XH,4.065217391304348,1335038713.0434783
179,B00001P4ZH,4.464730290456432,1303174605.8091285
180,B00001P4ZR,4.148936170212766,1324870468.0851064
181,B00001P505,4.434210526315789,1267925684.2105262
182,B00001P584,3.2,1257249600.0
183,B00001QEAE,5.0,993392640.0
184,B00001QEMF,4.785714285714286,1121138742.857143
185,B00001QHP5,4.0,1259038080.0
186,B00001RMCY,4.909090909090909,1130936727.2727273
187,B00001RME8,4.0,963601920.0
188,B00001U0AJ,2.875,1020621600.0
189,B00001W0D4,4.25,1148882400.0
190,B00001W0D5,3.6666666666666665,1220587200.0
191,B00001W0DC,4.2,1289122560.0
192,B00001W0DD,4.111111111111111,1190371200.0
193,B00001W0DG,3.6666666666666665,1239715200.0
194,B00001W0DH,4.410714285714286,1236857657.142857
195,B00001W0DI,4.36231884057971,1217396034.7826087
196,B00001W0EQ,4.014285714285714,1276594560.0
197,B00001W0H1,4.4,1333134720.0
198,B00001WRSJ,4.630272952853598,1323969588.08933
199,B00001X5AL,3.2,1020021120.0
200,B00001YVG4,4.8,1032721920.0
201,B00001ZT4H,4.529411764705882,1206296470.5882354
202,B00001ZWRV,3.8333333333333335,1193601600.0
203,B00001ZWTY,4.2,1221384960.0
204,B00001ZWXA,4.3161764705882355,1311831529.4117646
205,B0000206CT,4.833333333333333,983836800.0
206,B000021YU8,4.7272727272727275,1044301090.9090909
207,B000021YUL,4.8,961355520.0
208,B000021YUO,4.7272727272727275,1016959418.1818181
209,B0000222MY,3.769230769230769,1134285784.6153846
210,B0000225BA,5.0,1244557440.0
211,B0000225BD,4.142857142857143,1296728228.5714285
212,B0000226IH,4.166666666666667,1201392000.0
213,B0000226L0,3.625,1134885600.0
214,B0000226QJ,4.333333333333333,1120989600.0
215,B0000228GF,3.75,1190487085.7142856
216,B0000228GG,4.0588235294117645,1148652423.5294118
217,B000023VUE,5.0,1172836800.0
218,B000023VUL,4.388888888888889,992452800.0
219,B000023VW2,4.243243243243243,1329107545.945946
220,B000026D8E,2.981818181818182,1258763170.909091
221,B000028F42,3.4545454545454546,1173877527.2727273
222,B00002EQCS,4.242424242424242,1313261672.7272727
223,B00002EQCW,4.601895734597156,1332718771.563981
224,B00002JXFH,4.357142857142857,1010805942.8571428
225,B00002MZ8G,4.714285714285714,1108302171.4285715
226,B00002N5E4,3.142857142857143,1350265371.4285715
227,B00002N7FQ,4.538461538461538,1376714215.3846154
228,B00002NAXD,4.833333333333333,1365926400.0
229,B00002NDRF,4.6,1342759680.0
230,B00002NDRQ,4.574074074074074,1355908800.0
231,B00002ST80,3.4285714285714284,946869942.8571428
232,B00002SWHH,4.258064516129032,973446503.2258065
233,B00002SWUE,4.416666666666667,968796000.0
234,B000030068,4.0,1071921600.0
235,B00003006E,4.3076923076923075,1217250830.7692308
236,B00003006K,4.472222222222222,1261154400.0
237,B00003006R,4.357142857142857,1078793485.7142856
238,B0000300QN,4.75,1197554400.0
239,B0000300QQ,3.0,1063296000.0
240,B0000303I7,5.0,1094155200.0
241,B000031KIM,4.5,1023879744.0
242,B000031WCH,5.0,1035861942.8571428
243,B0000326O1,4.076923076923077,1117019076.9230769
244,B0000326O3,4.454545454545454,1164467781.8181818
245,B0000365CI,4.1,1029257280.0
246,B000038AB2,4.277777777777778,1012036800.0
247,B000038ABH,3.8333333333333335,1001606400.0
248,B00003CW9Q,4.055555555555555,1274961600.0
249,B00003CWA6,3.5,1264161600.0
250,B00003CWC9,4.6,1221713280.0
251,B00003CWDG,4.226415094339623,1322736724.528302
252,B00003CWDH,4.48062015503876,1347030251.1627908
253,B00003CWDK,4.666666666666667,1332074400.0
254,B00003CWDQ,4.0,1288254720.0
255,B00003CWDU,5.0,1212001920.0
256,B00003CWDW,5.0,1335761280.0
257,B00003CWE5,3.7777777777777777,1189353600.0
258,B00003CWEI,4.5,1085659200.0
259,B00003CWEX,3.2,1018863360.0
260,B00003CWFA,4.428571428571429,1333584000.0
261,B00003CWG2,4.533333333333333,1180022400.0
262,B00003CWG3,4.4,1164378240.0
263,B00003CWG4,4.0,1257786514.2857144
264,B00003ETSJ,3.3,1003803840.0
265,B00003G1LP,3.7142857142857144,994846628.5714285
266,B00003G1RC,5.0,1000270080.0
267,B00003G1RE,4.5,1002834000.0
268,B00003G1RG,4.676470588235294,1043701835.2941177
269,B00003G1RJ,5.0,1006162560.0
270,B00003GO0E,4.666666666666667,1215648000.0
271,B00003IEMD,4.636363636363637,1291200872.7272727
272,B00003OPEU,4.111111111111111,992832000.0
273,B00003OPEV,4.333333333333333,967852800.0
274,B00003WGP5,3.914285714285714,1117097691.4285715
275,B00003ZDJ7,4.5,1079427600.0
276,B0000488VI,4.25,1012982400.0
277,B0000488VK,3.0,989971200.0
278,B00004L8IG,4.75,1164362400.0
279,B00004LC7Z,3.3333333333333335,1047456000.0
280,B00004NKHY,4.0,1106576640.0
281,B00004OCOX,4.875,972637200.0
282,B00004R7OI,3.5,1018059840.0
283,B00004R8V6,4.125,988405200.0
284,B00004R8VC,4.708333333333333,1007046000.0
285,B00004R8VE,4.75,1007218800.0
286,B00004R8VM,4.0,1016668800.0
287,B00004RC2D,4.441860465116279,1010540427.9069767
288,B00004RC2E,4.25,991002600.0
289,B00004RC2G,4.875,961740000.0
290,B00004RC2I,4.75,1045942200.0
291,B00004RD8K,3.857142857142857,1170707657.142857
292,B00004RDL5,3.8461538461538463,1255757538.4615386
293,B00004RDMR,4.470588235294118,1003419105.882353
294,B00004RG6K,3.769230769230769,990190523.0769231
295,B00004RIGR,4.333333333333333,1008950400.0
296,B00004RIPE,4.428571428571429,1279226057.142857
297,B00004RIUB,3.125,1057611600.0
298,B00004RIUJ,4.2,976008960.0
299,B00004S9AK,4.45945945945946,987764497.2972972
300,B00004SABB,3.9555555555555557,1331286144.0
301,B00004SABH,4.833333333333333,1134576000.0
302,B00004SABJ,3.689655172413793,1305124137.9310346
303,B00004SB92,4.131147540983607,1092595278.6885245
304,B00004SB94,4.666666666666667,1090008000.0
305,B00004SB96,4.181818181818182,1262845963.6363637
306,B00004SB98,4.0,1057363200.0
307,B00004SB99,4.333333333333333,1020600000.0
308,B00004SC3Y,4.714285714285714,994377600.0
309,B00004SCKA,4.777777777777778,1017705600.0
310,B00004SD87,2.8333333333333335,1075060800.0
311,B00004SD88,4.0,1117699200.0
312,B00004SD89,4.571428571428571,1077408000.0
313,B00004SGD3,4.090909090909091,969054545.4545455
314,B00004SP9W,4.4,1245801600.0
315,B00004SPC0,3.6,1010983680.0
316,B00004SPUN,3.7857142857142856,994852800.0
317,B00004SQET,4.717391304347826,1354690017.3913043
318,B00004SQGI,5.0,1345729371.4285715
319,B00004STHL,2.4545454545454546,1043468509.0909091
320,B00004STQK,3.8,1012590720.0
321,B00004SU73,3.8,1195689600.0
322,B00004SUG7,4.666666666666667,1121990400.0
323,B00004SV1W,4.777777777777778,982281600.0
324,B00004SY4H,4.7254901960784315,1273437741.1764705
325,B00004SY5G,4.6,1040860800.0
326,B00004SYB7,4.8,1056274560.0
327,B00004SYKO,5.0,1291127040.0
328,B00004SYNW,2.0,996347520.0
329,B00004SYNX,4.212121212121212,1222319127.2727273
330,B00004SYVH,3.8333333333333335,965073600.0
331,B00004T0RC,4.461538461538462,1019872246.1538461
332,B00004T1XE,4.147540983606557,1303553626.2295082
333,B00004T1XK,4.105263157894737,1345543578.9473684
334,B00004T2LJ,4.5,984844800.0
335,B00004T8R2,4.378623188405797,1345841060.8695652
336,B00004TBBA,4.777777777777778,1034054400.0
337,B00004TBLW,4.431034482758621,1371961986.2068965
338,B00004TCTK,4.571428571428571,989033142.8571428
339,B00004TDL2,4.043478260869565,985230469.5652174
340,B00004TDLD,4.944444444444445,1352385600.0
341,B00004TDMX,4.3,974980800.0
342,B00004TDN0,4.611111111111111,983006400.0
343,B00004TDN2,4.5,1008192960.0
344,B00004TDN4,4.846153846153846,993241107.6923077
345,B00004TDN7,3.888888888888889,1064688000.0
346,B00004TDRH,4.1,1339943040.0
347,B00004TDSA,4.6,1327069440.0
348,B00004TDSC,4.368421052631579,1333865936.8421052
349,B00004TDWY,4.0,975780000.0
350,B00004TEN2,4.071428571428571,1000669371.4285715
351,B00004TENT,5.0,1015613485.7142857
352,B00004TEUK,4.0,1088856000.0
353,B00004TF4V,4.8,1012227840.0
354,B00004TH2W,4.6,979931520.0
355,B00004TH2X,3.8333333333333335,1000713600.0
356,B00004TH9M,3.857142857142857,1212426514.2857144
357,B00004THCX,4.111111111111111,1321968000.0
358,B00004THCY,3.7,1267773120.0
359,B00004THCZ,4.171673819742489,1303033627.467811
360,B00004THD4,4.0,1269544320.0
361,B00004THDE,4.541666666666667,1212998400.0
362,B00004THM6,4.111111111111111,1207718400.0
363,B00004THM7,4.857142857142857,1219536000.0
364,B00004TJ0L,4.533333333333333,1223959680.0
365,B00004TJ7O,4.909090909090909,1126326109.090909
366,B00004TJ7S,4.8,1297382400.0
367,B00004TKVD,4.090909090909091,1325847272.7272727
368,B00004TL5Q,4.238095238095238,1033619657.1428572
369,B00004TL5W,3.8,975300480.0
370,B00004TRD9,4.285714285714286,1006344000.0
371,B00004TS16,4.666666666666667,1005102276.9230769
372,B00004TS39,4.7,1259971200.0
373,B00004TS3B,4.6,1237144320.0
374,B00004TS3D,4.6,1310860800.0
375,B00004TS3P,4.666666666666667,1364155200.0
376,B00004TVSP,4.215686274509804,1295190211.764706
377,B00004TWLY,4.571428571428571,1328764114.2857144
378,B00004TWM0,4.6,1275367680.0
379,B00004TWM3,4.285714285714286,1294049828.5714285
380,B00004TWM6,3.5208333333333335,1334925000.0
381,B00004TWVY,4.857142857142857,1309669714.2857144
382,B00004TX68,5.0,1077364800.0
383,B00004TX6Z,4.742857142857143,1232814445.7142856
384,B00004TX71,4.533333333333333,1225981440.0
385,B00004TX77,4.5,1233889200.0
386,B00004TX7E,4.4,1145439360.0
387,B00004TY7F,4.8,1206092160.0
388,B00004TY7O,4.375,1231200000.0
389,B00004TY7Q,4.6,1240997760.0
390,B00004TYBM,4.454545454545454,1294755054.5454545
391,B00004TZE5,4.625,1302696000.0
392,B00004TZF9,4.266666666666667,1364952960.0
393,B00004TZFM,3.8333333333333335,1328832000.0
394,B00004TZJI,4.166666666666667,1133280000.0
395,B00004TZJQ,3.6666666666666665,1103112000.0
396,B00004U12J,4.428571428571429,990613028.5714285
397,B00004U3AW,4.555555555555555,1011081600.0
398,B00004U47J,4.0,1200735360.0
399,B00004U4MT,4.363636363636363,1114560000.0
400,B00004U4S7,4.4,1199370240.0
401,B00004U5VM,5.0,1220688000.0
402,B00004U89W,4.875,1195257600.0
403,B00004U8B8,3.4285714285714284,1097242971.4285715
404,B00004U8JS,3.4285714285714284,1306553142.857143
405,B00004U8K4,1.8,1262995200.0
406,B00004U8LO,4.6,1005125760.0
407,B00004UDQ1,4.777777777777778,1048857600.0
408,B00004UE2R,3.9166666666666665,994687200.0
409,B00004UFQJ,4.428571428571429,1239975771.4285715
410,B00004UFQR,4.25,1187805600.0
411,B00004VUGJ,4.234782608695652,1229122643.4782608
412,B00004VUM1,4.428571428571429,984503314.2857143
413,B00004VUMF,4.375,1304046000.0
414,B00004VUMG,4.2,1068612480.0
415,B00004VVA4,4.375,1261159200.0
416,B00004VWM3,4.081081081081081,1011599221.6216216
417,B00004VX14,3.0,1125853714.2857144
418,B00004VX15,3.5737704918032787,1252948721.3114755
419,B00004VX39,3.9,1278513874.2857144
420,B00004VX3A,4.571428571428571,1137320228.5714285
421,B00004VX3T,4.36734693877551,1066823118.3673469
422,B00004VXN2,3.6,1222335360.0
423,B00004VXNF,4.466666666666667,1320906240.0
424,B00004VXNI,4.571428571428571,1363836342.857143
425,B00004VXNY,3.9166666666666665,1277301600.0
426,B00004VXO2,4.6,1372187520.0
427,B00004W3YK,4.666666666666667,1016949600.0
428,B00004W3YX,4.545454545454546,1026015709.0909091
429,B00004W3ZQ,4.466019417475728,1342224000.0
430,B00004WCBT,4.375,1001160000.0
431,B00004WCBU,4.6,1012055040.0
432,B00004WCCQ,3.7142857142857144,1269055542.857143
433,B00004WCEY,4.823529411764706,1246868894.1176472
434,B00004WCFT,4.465116279069767,1329659832.5581396
435,B00004WCFY,4.194444444444445,1265625600.0
436,B00004WCG6,3.5833333333333335,1170496800.0
437,B00004WCGC,4.526315789473684,1330912421.0526316
438,B00004WCGD,4.857142857142857,1330837714.2857144
439,B00004WCGF,4.456043956043956,1349474953.8461537
440,B00004WCI7,4.6875,1323734400.0
441,B00004WCIA,4.1,1207055520.0
442,B00004WCIC,4.55050505050505,1221322036.3636363
443,B00004WCID,4.592,1323225676.8
444,B00004WGNF,4.545454545454546,1015278545.4545455
445,B00004WHE5,4.625,1029844800.0
446,B00004WHEX,4.6,1094964480.0
447,B00004WHF1,4.0,1005739200.0
448,B00004WHF4,4.75,1022205600.0
449,B00004WHF9,4.666666666666667,1005357600.0
450,B00004WHFK,2.25,1068789600.0
451,B00004WHFL,2.25,1051185600.0
452,B00004WHFM,2.6666666666666665,999734400.0
453,B00004WHIL,4.133333333333334,1026299520.0
454,B00004WLJ2,4.304347826086956,1377914713.0434783
455,B00004WLJ4,4.7894736842105265,1344297600.0
456,B00004WLJ5,4.411764705882353,1382562635.2941177
457,B00004WLJ7,4.416666666666667,1366711200.0
458,B00004WLJ8,3.7777777777777777,1324646400.0
459,B00004WLJ9,4.833333333333333,1350907200.0
460,B00004WZON,4.8,1091162880.0
461,B00004X036,2.0,996606720.0
462,B00004X0ZG,4.666666666666667,1266141600.0
463,B00004X0ZH,4.428571428571429,1034417828.5714285
464,B00004X0ZI,4.428571428571429,1136641371.4285715
465,B00004X0ZO,3.7222222222222223,1215175200.0
466,B00004X107,4.888888888888889,1266249600.0
467,B00004X109,4.214285714285714,1300523657.142857
468,B00004X10B,4.67741935483871,1322733832.2580645
469,B00004X10C,4.5,1268281800.0
470,B00004XO1V,3.7142857142857144,994591542.8571428
471,B00004XOM3,4.821705426356589,1285017153.488372
472,B00004XOND,4.0,1220637600.0
473,B00004XONF,4.066666666666666,1123355520.0
474,B00004XOYF,3.0,1080535680.0
475,B00004XRD3,2.8333333333333335,1013918400.0
476,B00004XRDB,3.3333333333333335,1055217600.0
477,B00004XRDM,3.2,1110620160.0
478,B00004XRDN,4.333333333333333,1057118400.0
479,B00004XRDO,3.8333333333333335,1098244800.0
480,B00004XRED,4.695652173913044,1138815860.8695652
481,B00004XSHN,4.3,1092916800.0
482,B00004Y2MM,4.866666666666666,1071411840.0
483,B00004Y2US,4.111111111111111,1302614400.0
484,B00004Y2VS,5.0,1313292342.857143
485,B00004Y2VV,4.363636363636363,1341972654.5454545
486,B00004Y2ZF,4.076923076923077,1189043446.1538463
487,B00004Y2ZX,3.8,1140739200.0
488,B00004Y3TO,4.8,1329886080.0
489,B00004Y3UX,4.214285714285714,1313341714.2857144
490,B00004Y3UY,4.6,1338750720.0
491,B00004Y7CF,4.2727272727272725,999506618.1818181
492,B00004Y7TC,4.214285714285714,999117257.1428572
493,B00004Y7TD,4.416666666666667,1024455600.0
494,B00004YBVE,3.5,1010596114.2857143
495,B00004YBVF,2.6,1061285760.0
496,B00004YK2W,4.0,1080760320.0
497,B00004YKDQ,4.0,1007953200.0
498,B00004YKDT,3.8333333333333335,1047484800.0
499,B00004YKHT,3.4,995068800.0
500,B00004YKNF,5.0,1373472000.0
501,B00004YMBK,4.615384615384615,983617476.9230769
502,B00004YMBL,4.25,1042200000.0
503,B00004YMCA,4.764705882352941,1340775529.4117646
504,B00004YNWQ,4.545454545454546,1067094981.8181819
505,B00004YRVY,4.375,997650000.0
506,B00004YV85,4.5,999259200.0
507,B00004YZLV,4.916666666666667,1042387200.0
508,B00004YZLX,4.620689655172414,1134056606.8965516
509,B00004YZLY,4.461538461538462,1195809230.7692308
510,B00004YZLZ,4.846153846153846,1098502892.3076923
511,B00004YZQ8,4.571428571428571,1212438857.142857
512,B00004Z0BN,3.9347826086956523,1178783373.9130435
513,B00004Z0BO,4.021739130434782,1157204034.7826087
514,B00004Z0C7,4.333333333333333,1351205883.8709676
515,B00004Z591,3.6,1262943360.0
516,B00004Z5AX,3.7142857142857144,1344470400.0
517,B00004Z5BX,4.666666666666667,1315310400.0
518,B00004Z5CQ,3.9615384615384617,1325093538.4615386
519,B00004Z5D1,4.521978021978022,1354729687.912088
520,B00004Z5H3,4.571428571428571,1318657371.4285715
521,B00004Z5IF,4.8,1346060160.0
522,B00004Z5IU,4.6,1359089280.0
523,B00004Z5IW,4.1,1337074560.0
524,B00004Z5KA,4.777777777777778,1344422400.0
525,B00004Z5KG,4.8,1379859840.0
526,B00004Z5KH,4.166666666666667,1266667200.0
527,B00004Z5KI,4.769230769230769,1371234461.5384614
528,B00004Z5KZ,4.866666666666666,1349337600.0
529,B00004Z5L8,4.6,1334479680.0
530,B00004Z5LJ,4.333333333333333,1297843200.0
531,B00004Z5LR,2.5,1283256000.0
532,B00004Z5LZ,4.15,1369662480.0
533,B00004Z5M1,4.681159420289855,1313250260.8695652
534,B00004Z5MG,4.545454545454546,1350094254.5454545
535,B00004Z5NH,3.8333333333333335,1368979200.0
536,B00004Z5OP,4.888888888888889,1330924800.0
537,B00004Z5P4,4.6,1362264480.0
538,B00004Z5PY,4.489583333333333,1292589900.0
539,B00004Z5QU,4.7407407407407405,1268256000.0
540,B00004Z5T2,2.875,1322211600.0
541,B00004Z5UM,4.0625,1348590600.0
542,B00004Z5VB,3.9444444444444446,1344441600.0
543,B00004Z5VS,4.450980392156863,1344976941.1764705
544,B00004Z5YQ,4.714285714285714,1319476114.2857144
545,B00004Z61H,3.5714285714285716,1300171885.7142856
546,B00004Z62S,4.266666666666667,1287325440.0
547,B00004Z64Y,4.333333333333333,1294344000.0
548,B00004Z668,4.0,1266399360.0
549,B00004Z68P,4.7272727272727275,1265197090.909091
550,B00004Z6BJ,3.4285714285714284,1167868800.0
551,B00004Z6GY,5.0,1286167680.0
552,B00004Z6HJ,4.4375,1238841000.0
553,B00004Z6HU,5.0,1321678080.0
554,B00004Z6I3,3.875,1007542800.0
555,B00004Z6JF,4.5,1300449600.0
556,B00004Z6KW,2.6470588235294117,1161216000.0
557,B00004Z6M7,4.0,1332924218.1818182
558,B00004Z6N6,4.446808510638298,1349650723.4042554
559,B00004Z6ON,3.8,1311413760.0
560,B00004Z6PI,4.363636363636363,1009261963.6363636
561,B00004Z6PN,4.833333333333333,1184155200.0
562,B00004Z6Q6,4.1875,1266051600.0
563,B00004Z6R4,4.333333333333333,1269763200.0
564,B00004Z6XS,4.041666666666667,1338800400.0
565,B00004Z6Z4,4.666666666666667,1294387200.0
566,B00004Z78V,4.888888888888889,1337164800.0
567,B00004Z7A5,4.8,1122284160.0
568,B00004Z7CQ,4.0,1318087905.8823528
569,B00004Z7F0,4.0,1291325760.0
570,B00004Z7G9,4.057142857142857,1273084251.4285715
571,B00004Z7H5,4.071428571428571,1229564571.4285715
572,B00004Z7XX,3.0,1290090240.0
573,B00004Z8BC,4.266666666666667,1307808000.0
574,B00004Z8GN,3.7142857142857144,1333559314.2857144
575,B00004Z8HC,4.571428571428571,1349444571.4285715
576,B00004Z8SC,3.857142857142857,1073927314.2857144
577,B00004Z92Q,4.857142857142857,995858742.8571428
578,B00004Z9FF,4.1,1029792960.0
579,B00004ZA7W,3.625,1053972000.0
580,B00004ZB0V,3.6,1030112640.0
581,B00004ZB57,4.833333333333333,1138924800.0
582,B00004ZC8N,4.166666666666667,1303819200.0
583,B00004ZC8Y,4.392045454545454,1363271481.8181818
